Date,Price,Return,SMA_50,SMA_200,Volatility,Upper_band,Lower_band,MACD,MACD_signal,RSI
2020-01-02,72.27153778076172,,,,,,,0.0,0.0,
2020-01-03,71.56891632080078,-0.009721966372050472,,,,,,-0.01576394301193318,-0.008757746117740654,0.0
2020-01-06,72.13919830322266,0.007968291427882468,,,,,,-0.0024019821813112685,-0.006152924832318774,46.64058467865939
2020-01-07,71.79991912841797,-0.004703118176869636,,,,,,-0.008515379348963847,-0.006953214302726997,35.909843226751704
2020-01-08,72.95491027832031,0.0160862458331823,,,,,,0.034301718221598776,0.005319195420120982,65.23403936875526
2020-01-09,74.50452423095703,0.021240708085651816,,,,,,0.12565824222443212,0.03793776782566112,79.07046486922202
2020-01-10,74.6729736328125,0.0022609284952050945,,,,,,0.18971269333397345,0.07634795248524519,80.00217963125488
2020-01-13,76.26830291748047,0.021364212606727495,,,,,,0.30548639660337074,0.13141422955622745,86.24666807516682
2020-01-14,75.23846435546875,-0.013502838303953935,,,,,,0.32991536357647533,0.17726897628410868,70.86365970172062
2020-01-15,74.9159927368164,-0.0042859941575735805,,,,,,0.3258344217095157,0.21055626027167124,66.84330914491227
2020-01-16,75.85442352294922,0.012526441309128389,,,,,,0.3683113446556803,0.24507217133242468,71.84866318370413
2020-01-17,76.6942138671875,0.011071079381207216,,,,,,0.4405729835675629,0.287057546813045,75.42408029496598
2020-01-21,76.17448425292969,-0.0067766469991834555,,,,,,0.45896121607687235,0.3234383356854543,69.53781287767082
2020-01-22,76.44638061523438,0.0035693889492167674,,,,,,0.4825221769286827,0.35671879396849676,70.8207764161595
2020-01-23,76.81453704833984,0.0048158778760036824,,,,,,0.5159811517225421,0.38973284414487075,72.50910067113921
2020-01-24,76.5931625366211,-0.002881935115737755,,,,,,0.521458002555292,0.41684089975922717,69.89043661269325
2020-01-27,74.34090423583984,-0.029405474668896092,,,,,,0.3797836185040637,0.40925870772202755,50.07565890034025
2020-01-28,76.4439697265625,0.028289479558263997,,,,,,0.39921962771342123,0.4072140585961405,61.151267288824826
2020-01-29,78.04412078857422,0.020932338649280124,,,,,,0.5119483803062792,0.42846721317510356,67.12695687673798
2020-01-30,77.93101501464844,-0.0014492542523759644,,,,79.10953038160305,71.05766474779149,0.5852832158929999,0.4601962243112707,66.35006425622149
2020-01-31,74.47566223144531,-0.04433860873688911,,,0.280646781003427,79.01087454015507,71.37673303430782,0.4063251852966516,0.44932171688059624,48.053139382631564
2020-02-03,74.2711181640625,-0.002746455167423112,,,0.2779765255085703,78.77943888157665,71.87838887721242,0.2492124008761749,0.4090023492574085,47.22296526740501
2020-02-04,76.72309112548828,0.03301381508770951,,,0.29856093167945186,78.71281842700101,72.40339861401462,0.29099161897788406,0.38526005342391556,56.84726646415329
2020-02-05,77.34872436523438,0.008154432134685585,,,0.29750249367765985,78.54287918004431,73.12821838465297,0.3630163243165754,0.38079019931321184,58.90641227597517
2020-02-06,78.25345611572266,0.011696789545180053,,,0.29551856221439576,78.65350309999789,73.5474490484396,0.47764080858847535,0.40023377692765133,61.74895373953126
2020-02-07,77.18978118896484,-0.013592689442174066,,,0.29392365253262936,78.71579308363062,73.75368476060765,0.48658504473688424,0.4175563848594776,56.77645380446592
2020-02-10,77.55640411376953,0.004749630315795006,,,0.29409287772394493,78.81250085484263,73.94532003749137,0.5138550281123031,0.43686279354192314,58.03095098717819
2020-02-11,77.08848571777344,-0.006033265741790861,,,0.2862152497555796,78.87322450494644,73.96661466741683,0.4956707102363538,0.4486471711822452,55.804793000730406
2020-02-12,78.91915130615234,0.0237475878704001,,,0.29219578400331375,79.23020997496945,73.97769789246217,0.6076847789740043,0.48050398877812966,61.954119051800824
2020-02-13,78.35717010498047,-0.007120973703730993,,,0.2932472229835424,79.38749625348744,74.16452935076062,0.6472601949608361,0.5138965680255363,59.229607480951735
2020-02-14,78.3764877319336,0.0002465329838641228,,,0.29085903702299504,79.56920275113416,74.23502927401233,0.6720833847212333,0.5455652945523242,59.29587086453749
2020-02-18,76.94135284423828,-0.01831078336405967,,,0.29706631871639677,79.57979343314119,74.24915248971038,0.5780633724930766,0.5520700637495854,52.47270680223765
2020-02-19,78.05567169189453,0.014482704117668721,,,0.2998942484169903,79.6965756728267,74.32048899392134,0.5804147092162708,0.5577425882324553,56.64436178856251
2020-02-20,77.25491333007812,-0.010258810723930534,,,0.3025670961890043,79.72570064546223,74.3722172927702,0.515930199408345,0.5493758680364819,53.0414208638488
2020-02-21,75.50624084472656,-0.022635097367596724,,,0.3131201873710196,79.74694927183623,74.22013904603486,0.328675593450086,0.5052179005195139,46.13956857679067
2020-02-24,71.91967010498047,-0.047500321822690594,,,0.3546022353420606,80.3237891954902,73.17594987921683,-0.09129434993070618,0.38587672200282574,35.83898518470441
2020-02-25,69.48359680175781,-0.03387214234529634,,,0.3593523977507858,81.24180738063613,71.77220095066271,-0.6028158097686998,0.18808686646624306,30.808055815138502
2020-02-26,70.58585357666016,0.015863553783019846,,,0.34745393238275235,81.63971773619032,70.78847898011828,-0.9125577402363945,-0.032087783359989276,35.23792001638958
2020-02-27,65.97178649902344,-0.06536815585329125,,,0.3975749851710924,82.63069755176285,68.59026573559068,-1.4957298714007266,-0.3248648469018096,27.345551207813415
2020-02-28,65.93318939208984,-0.0005850547481257573,,,0.39777745778580054,83.15616091663465,66.865019808463,-1.937963314381932,-0.6475274296116469,27.2904876922821
2020-03-02,72.07161712646484,0.09310072500620525,,,0.5136418265878159,83.13948965044963,66.64128656414996,-1.7914737408238182,-0.8763410234888649,45.93594206007442
2020-03-03,69.78267669677734,-0.03175924893805382,,,0.5250368995231308,83.22442602242225,66.10750604544884,-1.8321943504682565,-1.0675279532699906,41.64720316034877
2020-03-04,73.01953125,0.04638478640318677,,,0.5390247396001855,83.01206231527628,65.94951376504598,-1.5935829464056042,-1.1727461126739784,48.91120604968137
2020-03-05,70.65099334716797,-0.03243704612020537,,,0.5481326709659735,82.72883231224881,65.5629706662668,-1.571530970307748,-1.252507426819735,44.54178600976523
2020-03-06,69.71272277832031,-0.013280359190947832,,,0.5458356527191505,82.29116653822462,65.14656310655079,-1.6089469702968557,-1.323798440676751,42.90658258524283
2020-03-09,64.19901275634766,-0.07909187594789147,,,0.6054409652409029,82.46353530077812,63.675117500735546,-2.047859604932981,-1.468615719673683,34.81745485072679
2020-03-10,68.8227310180664,0.07202164119356458,,,0.6687266072338973,81.96034757706974,63.30493791487362,-2.008482525604265,-1.5765920908017244,44.300749492456916
2020-03-11,66.4324722290039,-0.03473065880566473,,,0.6769541206103314,81.57211645414898,62.627567688917416,-2.140950823506401,-1.6894663545228545,40.98140011971158
2020-03-12,59.8719482421875,-0.0987547770945687,,,0.7408664402220918,81.52019436102803,60.77476947564189,-2.732389482913902,-1.898054701541527,33.550811637489105
2020-03-13,67.04509735107422,0.11980817928073217,73.66985122680664,,0.8778381081902944,80.52401965888521,60.63973690239407,-2.6034741869885636,-2.0391406122763396,45.24158633028074
2020-03-16,58.41996383666992,-0.12864674458207948,73.3928197479248,,0.978484001094374,80.2143208478795,58.95378332387342,-3.1481878695992833,-2.260952596386069,36.84704571734139
2020-03-17,60.98868942260742,0.04396999616636399,73.18121520996094,,0.9985815984135539,79.48603452644359,58.086803303146255,-3.337430059880006,-2.4762500556947895,40.39423177111125
2020-03-18,59.49568176269531,-0.024480074486707637,72.92834487915039,,0.9956586941777235,78.39121048244523,57.32562835422468,-3.5647593038012957,-2.693953496185764,39.02230105511938
2020-03-19,59.039833068847656,-0.007661878649712017,72.67314315795899,,0.995748194658898,77.20588343073186,56.68944737981502,-3.737941692851699,-2.902752356158454,38.591332127678314
2020-03-20,55.29165267944336,-0.0634856197007444,72.31987800598145,,1.0122380009947678,76.61923189060464,55.254640103413905,-4.125878949487799,-3.147378818894645,35.15348960248295
2020-03-23,54.11703109741211,-0.02124410331594151,71.91212814331055,,1.0048129634735965,76.56429384121068,53.529314252051016,-4.475181062457821,-3.412940261190596,34.12745435795965
2020-03-24,59.546356201171875,0.10032562750877516,71.60959579467773,,1.076781970911455,76.11879377293563,52.98109026026749,-4.26960652672053,-3.584274027125162,42.483803041508494
2020-03-25,59.218318939208984,-0.005508939301922089,71.2685961151123,,1.0738257409708076,75.41802596424469,52.54510460521331,-4.085717216345749,-3.6845629051134328,42.1360047258657
2020-03-26,62.33456039428711,0.05262293004766194,71.01051803588867,,1.0698087644590546,75.21857276015498,52.380835198829395,-3.6489045436566556,-3.6774312191604817,46.60772966377945
