Date,AAPL,AC.MX,ALSEA.MX,AMZN,BIMBOA.MX,FEMSAUBD.MX,KO,MSFT,PG,WALMEX.MX
2021-09-01,0.004478909589682445,-0.012290264688122221,0.022923996904122612,0.0023654092095504176,-0.003345128081510884,-0.031737787896275904,0.0067483960983889535,-0.0001655848177681829,0.010183349643020811,-0.002378511780723347
2021-09-02,0.00747492007422923,-0.024573426005317645,0.04606579142581113,-0.004564478889317991,-0.005528167527020789,0.011398401023429816,0.001411097245719528,-0.002253042861543486,0.0007648047251072043,-0.022583964235720955
2021-09-03,0.004230469890661448,-0.007060391624697293,-0.024994084946161843,0.004311086264728647,-0.019058869013702462,-0.007123846191223082,-0.0007044375671365621,-3.2838239676036274e-05,0.000694493660847062,-0.0005739980280085044
2021-09-06,0.0,0.004928920639773571,0.024414154188079573,0.0,0.011333722355147735,0.01787922221160354,0.0,0.0,0.0,0.013784999867550107
2021-09-07,0.015489264387436252,0.011819428187445746,-0.006196388797867103,0.008982024369138308,-0.01040612948093822,-0.022129872015708596,-0.018685276761887137,-0.003187948075864089,-0.0037486507001424085,-0.0028327778269265913
2021-09-08,-0.010083739627894661,-0.014860068078321076,-0.004796142400668391,0.004619174430729789,0.006471066416172677,-0.003958671334265307,0.013472487894114149,0.00010010419310502172,0.007595270942488019,0.0069601560111127725
2021-09-09,-0.006704838733590512,0.007920289078453546,-0.013012145811321374,-0.011726004336084506,0.006228780501795317,0.00551673417501064,-0.009925655960449808,-0.009860070464179582,-0.004218424569548351,0.01664553134278579
2021-09-10,-0.03310165222937089,-0.01198969286904994,-0.020751816568792103,-0.004308001431212238,0.004592499645561965,0.010737624367489262,-0.004475369001791019,-0.005180776804154963,0.0009720451760615312,-0.014152776338804185
2021-09-13,0.0038933253633963716,0.007215520479061599,0.008476711792495983,-0.0034532897607970625,0.020472999911366196,0.0002916393482166324,0.008271764670700898,0.0043285783920128384,0.010754220745139209,0.009148324405231278
2021-09-14,-0.00956229519772167,0.0119667376281678,0.003955424005361197,-0.002073980962099431,0.077132918205568,0.018906621109122,0.0007188325206994861,0.009427995738258144,-0.0017159735124576692,-0.0008367403184783573
2021-09-15,0.006143567768617908,-0.00048257697599696225,0.004924874085399544,0.007475391332653958,0.012658266454176781,0.016035539293116408,0.003411706228312772,0.016778499642391198,-0.002131832146821444,-0.0013958576864016026
2021-09-16,-0.0016103869274497473,0.0,0.0,0.0035819053548502566,0.0,0.0,-0.0094846014857779,0.0013122145276200925,-0.006959546147276896,0.0
2021-09-17,-0.01834781647788586,-0.004506998912892524,0.013231954983895067,-0.007373319866162298,0.00410715417746399,-0.017642765332112065,-0.01644082686244186,-0.01752837686578046,0.001595911346284895,0.013838350380518616
2021-09-20,-0.02136082762201763,0.004608211524877115,-0.03143880383566677,-0.03084174438431353,0.029877174509670645,-0.0034425945270407654,-0.006980004763803893,-0.01857489834752768,-0.010045776212236568,-0.015441806587997875
2021-09-21,0.003427929642567662,0.0046676597688006805,0.0204742982425703,-0.0036057473697842513,-0.0005180559879792712,0.003684994202327374,-0.00018513572844292003,0.0016990364167521754,0.0015399615000517564,0.021425648039449685
2021-09-22,0.016872114998566223,0.0029638276414281073,0.032052900540339824,0.01089234819407503,0.006910993454598335,0.011760015111928368,0.0014802230713872877,0.012822281506435607,0.00342386616939927,0.0002740513478647344
2021-09-23,0.006719502238117903,-0.003913285719266968,0.004978726776332376,0.01063594079605279,0.0005146963743127841,0.010489321059886203,-0.001662607192223664,0.0032822689530798144,0.00410836971436912,-0.008634797526062332
